Company Name,Fiscal Period,Currency,Total Assets_Current,Total Assets_Previous,Total Liabilities_Current,Total Liabilities_Previous,Current Assets_Current,Current Assets_Previous,Current Liabilities_Current,Current Liabilities_Previous,Stockholders' Equity_Current,Stockholders' Equity_Previous,Stockholders' Equity - Parent_Current,Stockholders' Equity - Parent_Previous,Retained Earnings/(Deficit)_Current,Retained Earnings/(Deficit)_Previous,Gross Revenue_Current,Gross Revenue_Previous,Gross Expense_Current,Gross Expense_Previous,Income/(Loss) Before Tax_Current,Income/(Loss) Before Tax_Previous,Net Income/(Loss) After Tax_Current,Net Income/(Loss) After Tax_Previous,Net Income/(Loss) Attributable to Parent_Current,Net Income/(Loss) Attributable to Parent_Previous,Earnings/(Loss) Per Share (Basic)_Current,Earnings/(Loss) Per Share (Basic)_Previous,Earnings/(Loss) Per Share (Diluted)_Current,Earnings/(Loss) Per Share (Diluted)_Previous,Book Value Per Share_Current,Book Value Per Share_Previous,Current_Ratio_Current,Current_Ratio_Previous,Quick_Ratio_Current,Quick_Ratio_Previous,Debt_to_Equity_Current,Debt_to_Equity_Previous,Debt_Ratio_Current,Debt_Ratio_Previous,Equity_Ratio_Current,Equity_Ratio_Previous,Net_Profit_Margin_Current,Net_Profit_Margin_Previous,ROA_Current,ROA_Previous,ROE_Current,ROE_Previous,Asset_Turnover_Current,Asset_Turnover_Previous,Revenue_Growth,Net_Income_Growth,EPS_Growth,Book_Value_Growth
"THE KEEPERS HOLDINGS, INC.","Jun 30, 2025",PHP,21187137.0,20742570.0,3911526.0,3339315.0,15179077.0,14990454.0,3529689.0,3029539.0,17275611.0,17403255.0,0.0,0.0,11207860.0,11327400.0,14011104.0,12079607.0,11320293.0,9537742.0,3086970.0,2755193.0,2553053.0,2248614.0,0.0,0.0,0.11,0.1,0.11,0.1,1.19,1.2,4.300400686859381,4.9480973837933755,4.300400686859381,4.9480973837933755,0.22641896717864277,0.19187876061116152,0.1846179594722968,0.16098848889023876,0.8153820405277032,0.8390115111097612,0.18221640493140298,0.18614959907222148,0.0,0.0,0.0,0.0,0.6613023741716495,0.5823582612954904,0.15989733771967912,0.13538962222951562,0.09999999999999995,-0.008333333333333342
TKC METALS CORPORATION,"Sep 30, 2024",PHP,2815788591.0,3637396358.0,2696952741.0,3474619320.0,2004266911.0,2004266911.0,3430189168.0,3430189168.0,193506637.0,236749864.0,193506637.0,236749864.0,0.0,0.0,1775376.0,15295892.0,38456923.0,93427728.0,-58349595.0,-55939056.0,-58349595.0,-55942315.0,-57408867.0,-55296240.0,0.0,0.0,0.0,0.0,0.11,0.14,0.5843021515249563,0.5843021515249563,0.5843021515249563,0.5843021515249563,13.937262219073137,14.676330796118219,0.957796600788912,0.9552490237578888,0.06872200477638771,0.0650877277861947,-32.86604921999621,-3.65734244200992,-0.02038820214823436,-0.015202148613357136,-0.29667647523635066,-0.2335639778868046,0.0006305075621353706,0.00420517603652365,-0.8839311888446911,0.04303146911242411,0.0,-0.21428571428571436
"TOP FRONTIER INVESTMENT HOLDINGS, INC.","Jun 30, 2025",PHP,2767042.0,2827332.0,1941575.0,2062862.0,903036.0,903036.0,742748.0,742748.0,825467.0,764470.0,198958.0,163838.0,60038.0,39044.0,1076772.0,1185805.0,947077.0,1056550.0,115508.0,26905.0,90209.0,16062.0,27871.0,-17571.0,55.59,0.0,55.59,0.0,323.42,230.39,1.2158040142820983,1.2158040142820983,1.2158040142820983,1.2158040142820983,2.3520928153396805,2.6984211283634414,0.7016789047654499,0.7296143502071918,0.2983210952345501,0.2703856497928082,0.08377725275174318,0.0135452287686424,0.010072488961136116,-0.00621469286238758,0.14008484202696048,-0.10724618220437261,0.3891419067726475,0.419407766756787,-0.09194850755394016,4.616299340057278,inf,0.403793567429142
TOP LINE BUSINESS DEVELOPMENT CORP.,"Jun 30, 2025",PHP,4008485800.0,3127188764.0,2358681680.0,2143904603.0,3021063916.0,2136357016.0,1968039349.0,1829052676.0,1649804120.0,983284161.0,1648795534.0,982693882.0,166165762.0,122468582.0,2947442738.0,2390847927.0,2797089211.0,2290242730.0,152762143.0,124829741.0,114618685.0,93623230.0,114568293.0,93709429.0,0.0,0.01,0.0,0.01,0.18,0.11,1.5350627605769482,1.1680128429499643,1.5350627605769482,1.1680128429499643,1.429673772423359,2.1803509992672403,0.588422111910687,0.6855692971529237,0.41157788808931295,0.31443070284707636,0.03888750187485406,0.0391590067033151,0.02858143915590271,0.029966028939083258,0.06948605247738378,0.09535973584091165,0.7353007806588713,0.7645358523039257,0.23280226429892878,0.2242547602769099,-1.0,0.6363636363636362
UNIHOLDINGS INC.,"Jun 30, 2025",PHP,15179135776.0,3930945751.0,8502320977.0,2609375404.0,470412035.0,245921381.0,4175638996.0,1490094159.0,6676814799.0,1321570347.0,6602592514.0,1247144179.0,787945122.0,702263457.0,458224749.0,0.0,149669710.0,19301939.0,120700607.0,-38121391.0,120700607.0,-36976380.0,120943608.0,0.0,1.21,0.0,1.21,0.0,94.35,128.35,0.11265629894026404,0.1650374773397122,0.11265629894026404,0.1650374773397122,1.2734097369711992,1.9744506298309068,0.5601320854144523,0.6638034634123853,0.43986791458554775,0.33619653658761467,0.2634091835140053,-inf,0.007967753222896001,0.0,0.018317593845683145,0.0,0.0301878022413178,0.0,inf,-4.264262402106426,inf,-0.26490066225165565
UNIVERSAL ROBINA CORPORATION,"Sep 30, 2025",PHP,182851618.0,178687860.0,61335399.0,57447998.0,84292550.0,83868040.0,56463994.0,53170392.0,121516219.0,121239862.0,120114056.0,119892962.0,102436385.0,102940614.0,163359993.0,157021742.0,148017309.0,141871903.0,14235457.0,13448543.0,11376008.0,10263805.0,10681118.0,9441655.0,3.96,3.7,3.96,3.7,56.18,55.79,1.492854897937259,1.5773447748890022,1.492854897937259,1.5773447748890022,0.5047507197372558,0.47383754032976383,0.3354380982289148,0.3214991661996512,0.6645619017710852,0.6785008338003489,0.0696376621416726,0.06536550205894417,0.05841412899064421,0.0528388162463863,0.08892479661164718,0.07875070264758327,0.8934019550212566,0.8787487969244245,0.040365435507650906,0.10836166509398805,0.0702702702702702,0.006990500089621807
"VICTORIAS MILLING COMPANY, INC.","May 31, 2025",PHP,15947641.0,14404533.0,2644668.0,2033753.0,6575943.0,5389875.0,1857562.0,1227708.0,13307482.0,12370780.0,13307482.0,12370762.0,7777192.0,6840472.0,15097429.0,13313619.0,13761739.0,11789557.0,1680650.0,1907738.0,1656159.0,1794237.0,1661534.0,1791948.0,0.23,0.45,0.23,0.45,2.43,4.51,3.5400934127636114,4.390192944902208,3.5400934127636114,4.390192944902208,0.19873541816551019,0.16439973873919025,0.16583443281674073,0.14118840228975144,0.8344483049248475,0.8588115977102486,0.10969808170649453,0.13476703817346733,0.10418681985630351,0.1244016727234406,0.12485712924503674,0.14485348598574607,0.9466872874803239,0.9242659237894071,0.1339838551786708,-0.07695638870450225,-0.4888888888888889,-0.46119733924611966
VITARICH CORPORATION,"Jun 30, 2025",PHP,5632621385.0,5783607308.0,3152671872.0,3538652338.0,3206286572.0,3206286572.0,3128802760.0,3128802760.0,2479949513.0,2244954970.0,2479949513.0,2244954970.0,762937113.0,527942570.0,9044549558.0,9241525749.0,8665401743.0,8780171799.0,304505366.0,399825299.0,228373604.0,333450003.0,228373604.0,333450003.0,0.07,0.05,0.07,0.05,0.81,0.74,1.0247646841119509,1.0247646841119509,1.0247646841119509,1.0247646841119509,1.271264538037392,1.5762687382544693,0.5597166321875903,0.6118417364030345,0.4402833678124098,0.3881582635969655,0.025249859325277412,0.036081704694279695,0.04054481712691932,0.05765432977075836,0.09208800534158293,0.14853304741341872,1.6057442778039661,1.5978826460463418,-0.02131425008703939,-0.31511890254803804,0.4000000000000001,0.09459459459459468
VIVANT CORPORATION,"Jun 30, 2025",PHP,32039493482.0,31966645403.0,10045334574.0,10446497024.0,8752441327.0,8195538164.0,4328214478.0,3413758867.0,21994158908.0,21520148379.0,20430953160.0,20060208657.0,19645818668.0,19275074165.0,8421953475.0,9188654679.0,6273248290.0,7342684021.0,1942145878.0,1642067285.0,1769978853.0,1537544502.0,1634520907.0,1529567359.0,0.94,0.86,0.0,0.0,19.6,19.6,2.0221829050958595,2.4007372762102004,2.0221829050958595,2.4007372762102004,0.45672738002934865,0.4854286708447606,0.313529756007021,0.3267936592126623,0.686470243992979,0.6732063407873377,0.21016250662676572,0.1673307525109139,0.05101581608705159,0.047848854320399016,0.08000218561511302,0.07624882597949739,0.2628616298110802,0.2874450716726649,-0.08343998450091282,0.15117243806449512,0.09302325581395345,0.0
"WELLEX INDUSTRIES, INCORPORATED","Sep 30, 2025",PHP,1819795963.0,1820332744.0,422711675.0,418132170.0,62575938.0,60349587.0,14234212.0,14234212.0,1397084288.0,1402200574.0,1397084288.0,1402200574.0,0.0,0.0,24437164.0,31552412.0,31373261.0,31324485.0,-6603980.0,-41530.0,-6603980.0,-41530.0,-6596980.0,-41530.0,0.0,0.0,0.0,0.0,0.43,0.43,4.396164536540555,4.239756089062043,4.396164536540555,4.239756089062043,0.3025670524182432,0.2981971179823522,0.23228520317362633,0.22970095515680072,0.7677147968263737,0.7702990448431993,-0.2702433064655129,-0.0013162226710274954,-0.0036251206916211847,-2.2814510224510908e-05,-0.00472196277394539,-2.9617731421638972e-05,0.01342851863442671,0.01733332112164654,-0.22550567607953395,158.0170960751264,0.0,0.0
"ZEUS HOLDINGS, INC.","Jun 30, 2025",PHP,760125.0,710851.0,176590.0,265320.0,760125.0,710851.0,265320.0,265320.0,583535.0,445531.0,583535.0,445531.0,0.0,0.0,0.0,0.0,715238.0,707053.0,-715238.0,-707053.0,-715238.0,-707053.0,-715238.0,-707053.0,0.0,0.0,0.0,0.0,0.0,0.0,2.864936680235188,2.6792213176541533,2.864936680235188,2.6792213176541533,0.3026210938504117,0.5955141168627996,0.23231705311626377,0.3732427752088694,0.7676829468837362,0.6267572247911306,-inf,-inf,-0.94094787041605,-0.9946571081703479,-1.2256985442175705,-1.586989457523719,0.0,0.0,0.0,0.011576218473014046,0.0,0.0
