river_name,waterway,region_name,province,city_muni,selection_reason,award_company,award_project,award_stage,award_potential_mw,award_installed_mw,award_count,award_potential_mw_total,award_installed_mw_total,Power_MW,HPI,Status,Usable,Catchment,Catchment_km2,Relief_m,Runoff_mm_per_yr,Flow_m3s,HPI
Botanog River,river,Region X (Northern Mindanao),Bukidnon,Talakag,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Botocan River,river,Region IV-A (Calabarzon),Quezon,Lucban,high_potential,,,,,,0,,,0.0102,60.1,Good,True,Marikina_Pasig,3961.0,2155.0,5130.0,0.0006,60.1
Botocan River,river,Region IV-A (Calabarzon),Quezon,Luisiana,high_potential,,,,,,0,,,0.0102,60.1,Good,True,Marikina_Pasig,3961.0,2155.0,5130.0,0.0006,60.1
Botocan River,river,Region IV-A (Calabarzon),Quezon,Majayjay,high_potential,,,,,,0,,,0.0102,60.1,Good,True,Marikina_Pasig,3961.0,2155.0,5130.0,0.0006,60.1
Boton River,river,,,,awarded,Pan Pacific Renewable Power Phils. Corp. ,Maton Pumped Storage (formerly Maton Hydroelectric Power Project),Pre-Development,2000.0,,163,5483.009999999999,76172.29999999999,,0.0,Poor,False,,,,,,0.0
Buasaw River,stream,Cordillera Administrative Region (CAR),Mountain Province,Besao,high_potential,,,,,,0,,,0.0284,60.2,Good,True,Abra,4893.4,2578.0,9640.0,0.0015,60.2
Buasaw River,stream,Cordillera Administrative Region (CAR),Mountain Province,Tubo,high_potential,,,,,,0,,,0.0284,60.2,Good,True,Abra,4893.4,2578.0,9640.0,0.0015,60.2
Buayan Creek,stream,Region X (Northern Mindanao),Bukidnon,Quezon,high_potential,,,,,,0,,,0.1124,60.7,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,8830.0,0.0052,60.7
Buayan River,river,Mimaropa Region,Palawan,Roxas,high_potential,,,,,,0,,,0.0002,60.0,Good,True,Rizal,362.1,800.0,2580.0,0.0,60.0
Buayan River,river,Region XII (Soccsksargen),Sarangani,Alabel (Capital),high_potential,,,,,,0,,,0.0087,60.1,Good,True,Malungon,1403.6,2261.0,11790.0,0.0005,60.1
Buayan River,river,Region XII (Soccsksargen),Sarangani,General Santos City (Dadiangas),high_potential,,,,,,0,,,0.0087,60.1,Good,True,Malungon,1403.6,2261.0,11790.0,0.0005,60.1
Buayan River,river,Region XII (Soccsksargen),Sarangani,Malungon,high_potential,,,,,,0,,,0.0087,60.1,Good,True,Malungon,1403.6,2261.0,11790.0,0.0005,60.1
Buayan River,river,Region XII (Soccsksargen),Sarangani,Tupi,high_potential,,,,,,0,,,0.0087,60.1,Good,True,Malungon,1403.6,2261.0,11790.0,0.0005,60.1
Buayan River,river,Region XII (Soccsksargen),South Cotabato,Alabel (Capital),high_potential,,,,,,0,,,0.0099,60.1,Good,True,Malungon,1403.6,2261.0,13380.0,0.0006,60.1
Buayan River,river,Region XII (Soccsksargen),South Cotabato,General Santos City (Dadiangas),high_potential,,,,,,0,,,0.0099,60.1,Good,True,Malungon,1403.6,2261.0,13380.0,0.0006,60.1
Buayan River,river,Region XII (Soccsksargen),South Cotabato,Malungon,high_potential,,,,,,0,,,0.0099,60.1,Good,True,Malungon,1403.6,2261.0,13380.0,0.0006,60.1
Buayan River,river,Region XII (Soccsksargen),South Cotabato,Tupi,high_potential,,,,,,0,,,0.0099,60.1,Good,True,Malungon,1403.6,2261.0,13380.0,0.0006,60.1
Bubunawan River,river,Region X (Northern Mindanao),Bukidnon,Baungon,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Bubunawan River,river,Region X (Northern Mindanao),Bukidnon,Libona,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Bubunawan River,river,Region X (Northern Mindanao),Bukidnon,Talakag,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Bucao River,river,Region III (Central Luzon),Tarlac,San Jose,awarded,San Roque Hydropower Inc.,Bulsa Pumped Storage  Hydroelectric Power Project,Pre-Development,100.0,,1,100.0,,0.0001,36.6,Poor,False,Bucao,652.9,1659.0,440.0,0.0,36.6
Bucayao,river,Mimaropa Region,Oriental Mindoro,City of Calapan (Capital),high_potential,,,,,,0,,,0.0085,60.1,Good,True,Magasawang_Tubig,730.2,2578.0,19360.0,0.0004,60.1
Bucayao,river,Mimaropa Region,Oriental Mindoro,Naujan,awarded,Catuiran Hydropower Corporation,Catuiran Hydroelectric Power Plant,Commercial Operation,,8.0,1,,8.0,0.0085,60.1,Good,True,Magasawang_Tubig,730.2,2578.0,19360.0,0.0004,60.1
Bued River,river,Cordillera Administrative Region (CAR),Benguet,Tuba,awarded,Goldlink Global Energy Corporation,Tadiangan Hydroelectric Power Project,Pre-Development,4.7,,36,138.6,,,29.6,Poor,False,,,,1970.0,,29.6
Bugna Creek,river,Region X (Northern Mindanao),Bukidnon,Manolo Fortich,awarded,FG Budinon Power Corporation,Agusan River Hydroelectric Power Plant,Commercial Operation,,1.6,1,,1.6,0.01,60.1,Good,True,Tagoloan,1678.5,2905.0,8830.0,0.0005,60.1
Bugna Creek,river,Region X (Northern Mindanao),Bukidnon,Tagoloan,high_potential,,,,,,0,,,0.01,60.1,Good,True,Tagoloan,1678.5,2905.0,8830.0,0.0005,60.1
Bugna Creek,river,Region X (Northern Mindanao),Misamis Oriental,Manolo Fortich,high_potential,,,,,,0,,,0.0119,60.1,Good,True,Tagoloan,1678.5,2905.0,10460.0,0.0006,60.1
Bugna Creek,river,Region X (Northern Mindanao),Misamis Oriental,Tagoloan,high_potential,,,,,,0,,,0.0119,60.1,Good,True,Tagoloan,1678.5,2905.0,10460.0,0.0006,60.1
Bukay Mal Creek,river,Region XII (Soccsksargen),South Cotabato,Tampakan,high_potential,,,,,,0,,,0.1702,61.1,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,13380.0,0.0079,61.1
Bulabud,stream,Region VI (Western Visayas),Aklan,Malinao,high_potential,,,,,,0,,,0.0066,60.0,Good,True,Aklan,890.6,2103.0,15189.0,0.0004,60.0
Bulacaan,river,Region VI (Western Visayas),Capiz,Sigma,high_potential,,,,,,0,,,0.0105,60.1,Good,True,Panay,1996.4,1154.0,19495.0,0.0012,60.1
Bulatukan River,river,Region XI (Davao Region),Davao del Sur,Bansalan,high_potential,,,,,,0,,,0.0039,60.0,Good,True,Padada_Mainit,1188.2,2614.0,5330.0,0.0002,60.0
Bulatukan River,river,Region XI (Davao Region),Davao del Sur,Magsaysay,high_potential,,,,,,0,,,0.0039,60.0,Good,True,Padada_Mainit,1188.2,2614.0,5330.0,0.0002,60.0
Bulatukan River,river,Region XI (Davao Region),Davao del Sur,Makilala,high_potential,,,,,,0,,,0.0039,60.0,Good,True,Padada_Mainit,1188.2,2614.0,5330.0,0.0002,60.0
Bulonay River,stream,Region X (Northern Mindanao),Bukidnon,Impasug-ong,high_potential,,,,,,0,,,0.1124,60.7,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,8830.0,0.0052,60.7
Bulsa River,river,Region III (Central Luzon),Tarlac,San Jose,awarded,San Roque Hydropower Inc.,Bulsa Pumped Storage  Hydroelectric Power Project,Pre-Development,100.0,,3,300.0,,0.0017,36.6,Poor,False,Agno,5804.2,2924.0,440.0,0.0001,36.6
Bulu River,river,Region I (Ilocos Region),Ilocos Norte,Vintar,awarded,"ZAK Green Energy, Inc.",Tamdagan Hydroelectric Power Project,Development,9.0,,1,9.0,,,20.4,Poor,False,,,,1360.0,,20.4
Bunawan Creek,river,Region XI (Davao Region),Davao del Norte,Asuncion (Saug),high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Bunawan Creek,river,Region XI (Davao Region),Davao del Norte,San Isidro,high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Bunawan River,stream,Region XI (Davao Region),Davao del Sur,Davao City,awarded,"Hedcor, Inc.",Talomo 1 Hydroelectric Power Plant,Commercial Operation,,1.0,11,,11.0,,30.0,Poor,False,,,,5330.0,,30.0
Bunga River,stream,Region III (Central Luzon),Zambales,Masinloc,awarded,Coto Hydro Corp.,Coto 1 Hydroelectric Power Project,Development,9.0,,1,9.0,,,9.2,Poor,False,,,,610.0,,9.2
Bungahin River,river,Region VI (Western Visayas),Negros Occidental,Isabela,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Bungahin River,river,Region VI (Western Visayas),Negros Occidental,La Castellana,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Bungahin River,river,Region VI (Western Visayas),Negros Occidental,Moises Padilla (Magallon),high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Bungbungcan,river,Region VI (Western Visayas),Capiz,Ma-ayon,high_potential,,,,,,0,,,0.0105,60.1,Good,True,Panay,1996.4,1154.0,19495.0,0.0012,60.1
Butas River,river,Mimaropa Region,Oriental Mindoro,Naujan,awarded,Catuiran Hydropower Corporation,Catuiran Hydroelectric Power Plant,Commercial Operation,,8.0,1,,8.0,0.0011,60.0,Good,True,Lumangbayan,423.9,589.0,19360.0,0.0003,60.0
Bınga,river,Region VII (Central Visayas),Bohol,Sierra Bullones,high_potential,,,,,,0,,,0.0008,60.0,Good,True,Inabanga,609.6,869.0,6687.0,0.0001,60.0
Bınga River,river,Region VII (Central Visayas),Bohol,Dagohoy,high_potential,,,,,,0,,,0.0008,60.0,Good,True,Inabanga,609.6,869.0,6687.0,0.0001,60.0
Bınga River,river,Region VII (Central Visayas),Bohol,Danao,high_potential,,,,,,0,,,0.0008,60.0,Good,True,Inabanga,609.6,869.0,6687.0,0.0001,60.0
Bınga River,river,Region VII (Central Visayas),Bohol,Inabanga,high_potential,,,,,,0,,,0.0008,60.0,Good,True,Inabanga,609.6,869.0,6687.0,0.0001,60.0
Bınga River,river,Region VII (Central Visayas),Bohol,Pilar,high_potential,,,,,,0,,,0.0008,60.0,Good,True,Inabanga,609.6,869.0,6687.0,0.0001,60.0
Cababuyan River,river,Cordillera Administrative Region (CAR),Ifugao,Hingyon,high_potential,,,,,,0,,,0.3494,62.3,Good,True,Cagayan,27684.1,2871.0,18840.0,0.0165,62.3
Cabacungan Creek,stream,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),high_potential,,,,,,0,,,0.1124,60.7,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,8830.0,0.0052,60.7
Cabadiangan,river,Region VI (Western Visayas),Negros Occidental,City of Sipalay,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Sipalay,321.0,552.0,8217.0,0.0001,60.0
Cabalisian River,river,Region II (Cagayan Valley),Nueva Vizcaya,San Nicolas,high_potential,,,,,,0,,,0.0379,60.2,Good,True,Agno,5804.2,2924.0,9570.0,0.0018,60.2
Cabalisian River,river,Region II (Cagayan Valley),Nueva Vizcaya,Santa Fe,high_potential,,,,,,0,,,0.0379,60.2,Good,True,Agno,5804.2,2924.0,9570.0,0.0018,60.2
Cabangahan Creek,river,Region VII (Central Visayas),Negros Oriental,Bais City,high_potential,,,,,,0,,,2.0,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,2951.0,0.0002,60.0
Cabangahan Creek,river,Region VII (Central Visayas),Negros Oriental,Mabinay,high_potential,,,,,,0,,,2.0,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,2951.0,0.0002,60.0
Cabayangan Creek,stream,Region XI (Davao Region),Davao del Norte,Braulio E. Dujali,high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Cabayangan Creek,river,Region XI (Davao Region),Davao del Norte,Carmen,high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Cabidianan Creek,stream,Region XI (Davao Region),Davao del Norte,Asuncion (Saug),high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Cabidianan Creek,stream,Region XI (Davao Region),Davao del Norte,New Corella,high_potential,,,,,,0,,,4.2245,89.1,Excellent,True,Tagum,3167.9,1528.0,3740060.0,0.3757,89.1
Cabilogan River,river,Region V (Bicol Region),Albay,City of Ligao,high_potential,,,,,,0,,,11.0,60.1,Good,True,Bicol,2963.6,2452.0,6510.0,0.0006,60.1
Cabilogan River,river,Region V (Bicol Region),Albay,Guinobatan,high_potential,,,,,,0,,,11.0,60.1,Good,True,Bicol,2963.6,2452.0,6510.0,0.0006,60.1
Cabilogan River,river,Region V (Bicol Region),Albay,Libon,high_potential,,,,,,0,,,11.0,60.1,Good,True,Bicol,2963.6,2452.0,6510.0,0.0006,60.1
Cabilogan River,river,Region V (Bicol Region),Albay,Oas,high_potential,,,,,,0,,,11.0,60.1,Good,True,Bicol,2963.6,2452.0,6510.0,0.0006,60.1
Cabilogan River,river,Region V (Bicol Region),Albay,Polangui,high_potential,,,,,,0,,,11.0,60.1,Good,True,Bicol,2963.6,2452.0,6510.0,0.0006,60.1
Cabingliwan River,river,Region III (Central Luzon),Aurora,Maria Aurora,high_potential,,,,,,0,,,0.0019,60.0,Good,True,Diteki,432.3,1894.0,9940.0,0.0001,60.0
Cabulig River,river,Region X (Northern Mindanao),Misamis Oriental,Claveria,awarded,"Mindanao Energy Systems, Inc.",Cabulig Hydroelectric Power Plant,Commercial Operation,,9214.0,4,,36856.0,,30.0,Poor,False,,,,10460.0,,30.0
Cadacan River,river,,,,awarded,Pan Pacific Renewable Power Phils. Corp. ,Maton Pumped Storage (formerly Maton Hydroelectric Power Project),Pre-Development,2000.0,,163,5483.009999999999,76172.29999999999,,0.0,Poor,False,,,,,,0.0
Caduran River,stream,Region VII (Central Visayas),Negros Oriental,Ayungon,high_potential,,,,,,0,,,2.0,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,2951.0,0.0002,60.0
Caduran River,stream,Region VII (Central Visayas),Negros Oriental,Mabinay,high_potential,,,,,,0,,,2.0,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,2951.0,0.0002,60.0
Caduran River,stream,Region VII (Central Visayas),Negros Oriental,Manjuyod,high_potential,,,,,,0,,,2.0,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,2951.0,0.0002,60.0
Cagaray,river,Mimaropa Region,Oriental Mindoro,Bulalacao (San Pedro),high_potential,,,,,,0,,,0.0023,60.0,Good,True,Caguray,376.6,1339.0,19360.0,0.0002,60.0
Cagaray,river,Mimaropa Region,Oriental Mindoro,Magsaysay,high_potential,,,,,,0,,,0.0023,60.0,Good,True,Caguray,376.6,1339.0,19360.0,0.0002,60.0
Cagaray,river,Mimaropa Region,Oriental Mindoro,Mansalay,high_potential,,,,,,0,,,0.0023,60.0,Good,True,Caguray,376.6,1339.0,19360.0,0.0002,60.0
Cagaray River,river,Mimaropa Region,Oriental Mindoro,Bulalacao (San Pedro),high_potential,,,,,,0,,,0.0023,60.0,Good,True,Caguray,376.6,1339.0,19360.0,0.0002,60.0
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Alcala,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Amulung,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Aparri,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Camalaniugan,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Enrile,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Gattaran,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Iguig,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Lal-lo,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Lasam,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Santo Niño (Faire),high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Solana,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Cagayan,Tuguegarao City (Capital),high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Cagayan River,river,Region II (Cagayan Valley),Isabela,Delfin Albano (Magsaysay),high_potential,,,,,,0,,,0.1886,61.2,Good,True,Cagayan,27684.1,2871.0,10170.0,0.0089,61.2
Cagayan River,river,Region II (Cagayan Valley),Isabela,Ilagan City (Capital),awarded,Greenmountain Power Corporation,Abuan 2 Hydroelectric Power Project,Pre-Development,7.8,,1,7.8,,0.1886,61.2,Good,True,Cagayan,27684.1,2871.0,10170.0,0.0089,61.2
Cagayan River,river,Region II (Cagayan Valley),Isabela,Tumauini,high_potential,,,,,,0,,,0.1886,61.2,Good,True,Cagayan,27684.1,2871.0,10170.0,0.0089,61.2
Cagayan River,river,Region II (Cagayan Valley),Nueva Vizcaya,Alfonso Castaneda,awarded,United Hydro Power Builders ,Lower Taan Hydroelectric Power Project,Development,3.4,,4,13.6,,0.1775,61.1,Good,True,Cagayan,27684.1,2871.0,9570.0,0.0084,61.1
Cagayan River,river,Region II (Cagayan Valley),Nueva Vizcaya,Dupax del Norte,high_potential,,,,,,0,,,0.1775,61.1,Good,True,Cagayan,27684.1,2871.0,9570.0,0.0084,61.1
Cagayan River,river,Region II (Cagayan Valley),Nueva Vizcaya,Dupax del Sur,high_potential,,,,,,0,,,0.1775,61.1,Good,True,Cagayan,27684.1,2871.0,9570.0,0.0084,61.1
Cagayan River,river,Region II (Cagayan Valley),Nueva Vizcaya,Nagtipunan,high_potential,,,,,,0,,,0.1775,61.1,Good,True,Cagayan,27684.1,2871.0,9570.0,0.0084,61.1
Cagayan River,river,Region II (Cagayan Valley),Quirino,Alfonso Castaneda,high_potential,,,,,,0,,,0.1734,61.1,Good,True,Cagayan,27684.1,2871.0,9350.0,0.0082,61.1
Cagayan River,river,Region II (Cagayan Valley),Quirino,Dupax del Norte,high_potential,,,,,,0,,,0.1734,61.1,Good,True,Cagayan,27684.1,2871.0,9350.0,0.0082,61.1
Cagayan River,river,Region II (Cagayan Valley),Quirino,Nagtipunan,awarded,United Hydro Power Builders Corporation,Dagkan Hydroelectric Power Project,Development,125.0,,6,399.0,,0.1734,61.1,Good,True,Cagayan,27684.1,2871.0,9350.0,0.0082,61.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Bukidnon,Baungon,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Bukidnon,Cagayan de Oro City (Capital),high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Bukidnon,Talakag,high_potential,,,,,,0,,,8.0,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,8830.0,0.0004,60.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Misamis Oriental,Baungon,high_potential,,,,,,0,,,0.0095,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,10460.0,0.0004,60.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Misamis Oriental,Cagayan de Oro City (Capital),high_potential,,,,,,0,,,0.0095,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,10460.0,0.0004,60.1
Cagayan de Oro River,river,Region X (Northern Mindanao),Misamis Oriental,Talakag,high_potential,,,,,,0,,,0.0095,60.1,Good,True,Cagayan_de_Oro,1354.1,2873.0,10460.0,0.0004,60.1
Calaanan Creek,river,Region X (Northern Mindanao),Misamis Oriental,Cagayan de Oro City (Capital),high_potential,,,,,,0,,,0.0011,60.0,Good,True,Iponan,417.2,1108.0,10460.0,0.0001,60.0
Calabanit River,river,Region XII (Soccsksargen),Sarangani,Glan,high_potential,,,,,,0,,,0.0018,60.0,Good,True,Glan,378.9,1692.0,11790.0,0.0001,60.0
Calapagan River,river,Region XI (Davao Region),Davao Oriental,Lupon,high_potential,,,,,,0,,,5.0,60.0,Good,True,Sumlog,536.6,2255.0,17840.0,0.0003,60.0
Calapangan River,river,Region II (Cagayan Valley),Cagayan,Gattaran,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Calapangan River,river,Region II (Cagayan Valley),Cagayan,Lasam,high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Calapangan River,river,Region II (Cagayan Valley),Cagayan,Santo Niño (Faire),high_potential,,,,,,0,,,0.1643,61.1,Good,True,Cagayan,27684.1,2871.0,8860.0,0.0078,61.1
Calasa River,river,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,awarded,"TOTALPower, Inc",TPI Hilabangan Lower Cascade Hydroelectric Power Project,Pre-Development,3.0,,1,3.0,,0.0056,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,8217.0,0.0005,60.0
Calategas River,river,Mimaropa Region,Palawan,Narra,awarded,Langogan Power Corporation,Batang-Batang Hydroelectric Power Project,Development,9.0,,2,12.0,,,30.0,Poor,False,,,,2580.0,,30.0
Calatong,stream,Region VI (Western Visayas),Negros Occidental,Cauayan,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Sipalay,321.0,552.0,8217.0,0.0001,60.0
Calatong,river,Region VI (Western Visayas),Negros Occidental,City of Sipalay,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Sipalay,321.0,552.0,8217.0,0.0001,60.0
Calbalman River,stream,Region VIII (Eastern Visayas),Leyte,Kananga,awarded,"Leyte V Electric Cooperative, Inc (LEYECO V)",Bao Hydroelectric Power Project,Development,2.0,,1,2.0,,,30.0,Poor,False,,,,8355.0,,30.0
Calinan Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,awarded,"Hedcor, Inc.",Talomo 1 Hydroelectric Power Plant,Commercial Operation,,1.0,15,,15.0,0.0041,60.0,Good,True,Davao,1739.8,1906.0,5330.0,0.0003,60.0
Calumpang River,river,,,,awarded,Pan Pacific Renewable Power Phils. Corp. ,Maton Pumped Storage (formerly Maton Hydroelectric Power Project),Pre-Development,2000.0,,163,5483.009999999999,76172.29999999999,,0.0,Poor,False,,,,,,0.0
Camansi River,river,Region VI (Western Visayas),Negros Occidental,Hinigaran,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Camansi River,river,Region VI (Western Visayas),Negros Occidental,La Carlota City,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Camansi River,river,Region VI (Western Visayas),Negros Occidental,La Castellana,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Camansi River,river,Region VI (Western Visayas),Negros Occidental,Pontevedra,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Camatian River,river,Region IV-A (Calabarzon),Quezon,Lucban,high_potential,,,,,,0,,,0.0102,60.1,Good,True,Marikina_Pasig,3961.0,2155.0,5130.0,0.0006,60.1
Cambalan River,river,Region VI (Western Visayas),Negros Occidental,Isabela,high_potential,,,,,,0,,,5.0,60.0,Good,True,Binalbagan,1064.0,2453.0,8217.0,0.0003,60.0
Cambuelao River,river,Region VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),high_potential,,,,,,0,,,0.0003,60.0,Good,True,Tanjay,268.7,1715.0,2951.0,0.0,60.0
Cambuelao River,river,Region VII (Central Visayas),Negros Oriental,City of Tanjay,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Tanjay,268.7,1715.0,2951.0,0.0,60.0
Cambuelao River,river,Region VII (Central Visayas),Negros Oriental,Pamplona,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Tanjay,268.7,1715.0,2951.0,0.0,60.0
Cambuelao River,river,Region VII (Central Visayas),Negros Oriental,Sibulan,high_potential,,,,,,0,,,0.0003,60.0,Good,True,Tanjay,268.7,1715.0,2951.0,0.0,60.0
Camingawan Creek,river,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,awarded,"TOTALPower, Inc",TPI Hilabangan Lower Cascade Hydroelectric Power Project,Pre-Development,3.0,,2,6.0,,0.0056,60.0,Good,True,Ilog_Hilabangan,1985.7,1470.0,8217.0,0.0005,60.0
Camogna River,river,Region XI (Davao Region),Davao Oriental,Governor Generoso,awarded,LGS Renewable Energies Corporation,Osmeña Hydroelectric Power Project,Development,1.0,,1,1.0,,,30.0,Poor,False,,,,17840.0,,30.0
Canaway River,river,Region VII (Central Visayas),Negros Oriental,Siaton,awarded,"Orbysy Holdings, Inc.",Canaway 1 Hydroelectric Power Project,Development,1.6,,6,9.6,,,30.0,Poor,False,,,,2951.0,,30.0
Cangaranan,river,Region VI (Western Visayas),Antique,Bugasong,high_potential,,,,,,0,,,0.0004,60.0,Good,True,Cagaranan,297.9,1946.0,2891.0,0.0,60.0
Cangaranan,river,Region VI (Western Visayas),Antique,Valderrama,high_potential,,,,,,0,,,0.0004,60.0,Good,True,Cagaranan,297.9,1946.0,2891.0,0.0,60.0
Cangaro Creek,stream,Region VII (Central Visayas),Negros Oriental,City of Bayawan (Tulong),high_potential,,,,,,0,,,0.0002,60.0,Good,True,Bayawan,425.1,682.0,2951.0,0.0,60.0
Cantabaco Creek,river,Region VII (Central Visayas),Cebu,Toledo City,awarded,"MGEN Renewable Energy, Inc.",Malubog Pumped Storage Hydroelectric Power Project,Pre-Development,250.0,,1,250.0,,,30.0,Poor,False,,,,62555.0,,30.0
Capinonan River,stream,Region X (Northern Mindanao),Bukidnon,Cabanglasan,high_potential,,,,,,0,,,0.1124,60.7,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,8830.0,0.0052,60.7
Capinonan River,stream,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),high_potential,,,,,,0,,,0.1124,60.7,Good,True,Rio_Grande_de_Mindanao,18512.8,2946.0,8830.0,0.0052,60.7
Carac-an River,river,Region XIII (Caraga),Surigao del Sur,Cantilan,high_potential,,,,,,0,,,0.0038,60.0,Good,True,Cantilan,339.4,1760.0,27480.0,0.0003,60.0
