Name,Type,Region,Province,City_Muni,Lat,Lon
Malisbong River,river,Region XII (Soccsksargen),Sarangani,Palimbang,6.137563,124.368386
Malisbong River,river,Region XII (Soccsksargen),Sultan Kudarat,Maitum,6.137563,124.368386
Malisbong River,river,Region XII (Soccsksargen),Sultan Kudarat,Palimbang,6.137563,124.368386
Malisbong River,stream,Region XII (Soccsksargen),Sarangani,Maitum,6.153006,124.376033
Malisbong River,stream,Region XII (Soccsksargen),Sarangani,Palimbang,6.153006,124.376033
Malisbong River,stream,Region XII (Soccsksargen),Sultan Kudarat,Maitum,6.153006,124.376033
Malisbong River,stream,Region XII (Soccsksargen),Sultan Kudarat,Palimbang,6.153006,124.376033
Malita River,river,Region XI (Davao Region),Davao Occidental,Malita,6.363914,125.555254
Malitbog,river,Region VI (Western Visayas),Capiz,Bingawan,11.238938,122.566577
Malitbog,river,Region VI (Western Visayas),Capiz,Calinog,11.188959,122.509756
Malitbog,river,Region VI (Western Visayas),Capiz,Dumalag,11.238938,122.566577
Malitbog,river,Region VI (Western Visayas),Capiz,Tapaz,11.238938,122.566577
Malitbog,river,Region VI (Western Visayas),Iloilo,Bingawan,11.238938,122.566577
Malitbog,river,Region VI (Western Visayas),Iloilo,Calinog,11.188959,122.509756
Malitbog,river,Region VI (Western Visayas),Iloilo,Dumalag,11.238938,122.566577
Malitbog,river,Region VI (Western Visayas),Iloilo,Tapaz,11.238938,122.566577
Malitbog,stream,Region VI (Western Visayas),Capiz,Calinog,11.182758,122.499052
Malitbog,stream,Region VI (Western Visayas),Capiz,Tapaz,11.182758,122.499052
Malitbog,stream,Region VI (Western Visayas),Iloilo,Calinog,11.182758,122.499052
Malitbog,stream,Region VI (Western Visayas),Iloilo,Tapaz,11.182758,122.499052
Malitbog River,river,Region X (Northern Mindanao),Bukidnon,Malitbog,8.540311,124.899388
Malitbog River,river,Region X (Northern Mindanao),Bukidnon,Manolo Fortich,8.540311,124.899388
Malitbog River,river,Region X (Northern Mindanao),Bukidnon,Tagoloan,8.540311,124.899388
Malitbog River,river,Region VIII (Eastern Visayas),Leyte,Burauen,10.981169,124.847324
Malitbog River,river,Region VIII (Eastern Visayas),Leyte,Ormoc City,10.981169,124.847324
Malitbog River,river,Region X (Northern Mindanao),Misamis Oriental,Malitbog,8.540311,124.899388
Malitbog River,river,Region X (Northern Mindanao),Misamis Oriental,Manolo Fortich,8.540311,124.899388
Malitbog River,river,Region X (Northern Mindanao),Misamis Oriental,Tagoloan,8.540311,124.899388
Malitubog River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Alamada,7.375261,124.649491
Malitubog River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Banisilan,7.469092,124.685085
Mallig River,river,Region II (Cagayan Valley),Isabela,Delfin Albano (Magsaysay),17.19203,121.763324
Mallig River,river,Region II (Cagayan Valley),Isabela,Ilagan City (Capital),17.209393,121.803977
Mallig River,river,Region II (Cagayan Valley),Isabela,Mallig,17.247222,121.618878
Mallig River,river,Region II (Cagayan Valley),Isabela,Quezon,17.247222,121.618878
Mallig River,river,Region II (Cagayan Valley),Isabela,Quirino,17.19203,121.763324
Mallig River,river,Region II (Cagayan Valley),Isabela,Roxas,17.247222,121.618878
Malogbok Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.124776,125.512518
Malogo River,river,Region VI (Western Visayas),Negros Occidental,City of Talisay,10.69337,123.190923
Malogo River,river,Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),10.817243,123.055317
Malogo River,river,Region VI (Western Visayas),Negros Occidental,Silay City,10.817243,123.055317
Malolos River,river,Region III (Central Luzon),Bulacan,Bulacan,14.788931,120.826741
Malolos River,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.840387,120.801027
Malolos River,river,Region III (Central Luzon),Bulacan,Paombong,14.840387,120.801027
Malom River,river,Mimaropa Region,Occidental Mindoro,Santa Cruz,13.130097,120.705235
Malum River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Bongao (Capital),5.11174,119.905461
Malum River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Languyan,5.11174,119.905461
Malum River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Tawi-Tawi,Panglima Sugala (Balimbing),5.11174,119.905461
Malungon Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.271144,125.366516
Malungon River,river,Region XII (Soccsksargen),Sarangani,Malungon,6.3573,125.27817
Maluyo River,river,Region I (Ilocos Region),La Union,Santol,16.748596,120.465608
Maly Creek,stream,Region IV-A (Calabarzon),Rizal,Rodriguez (Montalban),14.72031,121.133343
Mamag Creek,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Arakan,7.285341,125.211541
Mamala Creek,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.131703,125.075349
Mamana River,river,Mimaropa Region,Occidental Mindoro,Abra de Ilog,13.326123,120.656771
Mamara Creek,river,Region VI (Western Visayas),Antique,Barbaza,11.27078,122.081256
Mamara Creek,river,Region VI (Western Visayas),Antique,Tibiao,11.27078,122.081256
Mamay Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.111729,125.625155
Mambag-Id River,river,Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),10.843641,122.96076
Mambag-Id River,river,Region VI (Western Visayas),Negros Occidental,Silay City,10.843641,122.96076
Mambalod Creek,river,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,9.827554,122.835287
Mambalod Gamay Creek,stream,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,9.81272,122.859736
Mambalod River,river,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,9.838138,122.89079
Mambaloso River,stream,Region VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),10.825103,123.099488
Mambog River,river,Region III (Central Luzon),Bulacan,Bulacan,14.800432,120.84763
Mambog River,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.813378,120.84122
Mamburao,river,Mimaropa Region,Occidental Mindoro,Abra de Ilog,13.318057,120.748436
Mamburao River,river,Mimaropa Region,Occidental Mindoro,Abra de Ilog,13.314715,120.732823
Mamburao River,river,Mimaropa Region,Occidental Mindoro,Mamburao (Capital),13.226587,120.589723
Mambusao,river,Region VI (Western Visayas),Capiz,Dao,11.420196,122.666477
Mambusao,river,Region VI (Western Visayas),Capiz,Jamindan,11.392106,122.417077
Mambusao,river,Region VI (Western Visayas),Capiz,Mambusao,11.433657,122.610637
Mambusao,river,Region VI (Western Visayas),Capiz,Sigma,11.420196,122.666477
Mambusao River,river,Region VI (Western Visayas),Capiz,Jamindan,11.400565,122.510136
Mambusao River,river,Region VI (Western Visayas),Capiz,Mambusao,11.420509,122.575864
Manaba River,river,Region VII (Central Visayas),Bohol,Garcia Hernandez,9.624273,124.300572
Managa River,river,Region XI (Davao Region),Davao del Sur,Bansalan,6.793554,125.253617
Managa River,river,Region XI (Davao Region),Davao del Sur,Hagonoy,6.752962,125.263941
Managa River,river,Region XI (Davao Region),Davao del Sur,Matanao,6.752962,125.263941
Managa River,stream,Region XI (Davao Region),Davao del Sur,Bansalan,6.793197,125.253338
Managa River,stream,Region XI (Davao Region),Davao del Sur,Matanao,6.793197,125.253338
Mananao River,river,Mimaropa Region,Occidental Mindoro,Paluan,13.472042,120.543676
Mananga River,river,Region VII (Central Visayas),Cebu,Cebu City (Capital),10.37291,123.827346
Mananga River,river,Region VII (Central Visayas),Cebu,City of Talisay,10.271433,123.8261
Mananga River,stream,Region VII (Central Visayas),Cebu,Cebu City (Capital),10.392456,123.813857
Manangca Creek,stream,Region VI (Western Visayas),Negros Occidental,City of Kabankalan,9.831371,122.913659
Manangca Creek,stream,Region VI (Western Visayas),Negros Occidental,Mabinay,9.831371,122.913659
Manangca Creek,stream,Region VII (Central Visayas),Negros Oriental,City of Kabankalan,9.831371,122.913659
Manangca Creek,stream,Region VII (Central Visayas),Negros Oriental,Mabinay,9.81623,122.910924
Mananum Spring,stream,Region X (Northern Mindanao),Bukidnon,Maramag,7.721566,125.026353
Mananum Spring,stream,Region X (Northern Mindanao),Bukidnon,Quezon,7.721566,125.026353
Manaong River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Arakan,7.216638,125.226902
Manaong River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Davao City,7.216638,125.226902
Manaong River,river,Region XI (Davao Region),Davao del Sur,Arakan,7.216638,125.226902
Manaong River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.240865,125.255513
Manarigo Creek,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Las Piñas,14.449769,120.997134
Manat River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Monkayo,7.760703,126.012669
Manat River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Montevista,7.5418,126.02542
Manat River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Nabunturan (Capital),7.5418,126.02542
Manay River,river,Region XI (Davao Region),Davao Oriental,Caraga,7.258132,126.499681
Manay River,river,Region XI (Davao Region),Davao Oriental,Manay,7.258132,126.499681
Mandalagan Creek,river,Region VI (Western Visayas),Negros Occidental,Bacolod City (Capital),10.683281,122.959848
Mandangisiao River,river,Region X (Northern Mindanao),Misamis Oriental,Claveria,8.646268,124.781449
Mandangisiao River,river,Region X (Northern Mindanao),Misamis Oriental,Jasaan,8.646268,124.781449
Mandulog River,river,Region X (Northern Mindanao),Lanao del Norte,Iligan City,8.250355,124.306728
Mandulog River,river,Region X (Northern Mindanao),Lanao del Norte,Manticao,8.326246,124.378368
Mandulog River,river,Region X (Northern Mindanao),Misamis Oriental,Iligan City,8.326246,124.378368
Mandulog River,river,Region X (Northern Mindanao),Misamis Oriental,Manticao,8.326246,124.378368
Mangalcal Creek,stream,Region XI (Davao Region),Davao del Norte,Carmen,7.365538,125.660717
Mangalinao River,river,Region III (Central Luzon),Nueva Ecija,Cabiao,15.252538,120.77901
Mangan-Vaca River,river,Region III (Central Luzon),Zambales,Subic,14.895194,120.245323
Mangangate River,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Muntinlupa,14.42523,121.0492
Mangani River,river,Region XI (Davao Region),Davao del Norte,Davao City,7.576316,125.435176
Mangani River,river,Region XI (Davao Region),Davao del Norte,Talaingod,7.576316,125.435176
Mangani River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.576316,125.435176
Mangani River,river,Region XI (Davao Region),Davao del Sur,Talaingod,7.576316,125.435176
Mangawag Creek,stream,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.2265,125.263298
Manggahan Floodway,river,National Capital Region (NCR),Metropolitan Manila Second District,Cainta,14.574428,121.101499
Manggahan Floodway,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.594871,121.091373
Manggahan Floodway,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.59929,121.089986
Manggahan Floodway,river,National Capital Region (NCR),Metropolitan Manila Second District,Taytay,14.551801,121.117576
Manggahan Floodway,river,Region IV-A (Calabarzon),Rizal,Cainta,14.551801,121.117576
Manggahan Floodway,river,Region IV-A (Calabarzon),Rizal,City of Pasig,14.574428,121.101499
Manggahan Floodway,river,Region IV-A (Calabarzon),Rizal,Quezon City,14.551801,121.117576
Manggahan Floodway,river,Region IV-A (Calabarzon),Rizal,Taytay,14.551801,121.117576
Manggahan River,river,Region IV-A (Calabarzon),Rizal,Rodriguez (Montalban),14.699513,121.175214
Manggahan River,river,Region IV-A (Calabarzon),Rizal,San Mateo,14.699513,121.175214
Manghinao River,river,Region IV-A (Calabarzon),Batangas,Bauan,13.793005,121.00109
Mangima River,river,Region X (Northern Mindanao),Bukidnon,Manolo Fortich,8.351305,124.890373
Mangima River,river,Region X (Northern Mindanao),Bukidnon,Sumilao,8.351305,124.890373
Mangiskis River,river,Region X (Northern Mindanao),Misamis Oriental,Gingoog City,8.795448,125.063505
Mangiskis River,stream,Region X (Northern Mindanao),Misamis Oriental,Gingoog City,8.777781,125.015128
Mangkalalut Creek,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.217637,125.168179
Mangkalalut Creek,stream,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.231602,125.182671
Mangonbangon River,river,Region VIII (Eastern Visayas),Leyte,Tacloban City (Capital),11.24365,124.996864
Mangonbangon River,stream,Region VIII (Eastern Visayas),Leyte,Tacloban City (Capital),11.227459,124.989587
Mangoto River,river,Region VII (Central Visayas),Negros Oriental,Amlan (Ayuquitan),9.406668,123.130487
Mangoto River,river,Region VII (Central Visayas),Negros Oriental,City of Tanjay,9.406668,123.130487
Mangoto River,river,Region VII (Central Visayas),Negros Oriental,Pamplona,9.406668,123.130487
Mangoto River,river,Region VII (Central Visayas),Negros Oriental,Sibulan,9.406668,123.130487
Manguiragday River,river,Region I (Ilocos Region),Pangasinan,Dagupan City,16.090575,120.368804
Manguiragday River,river,Region I (Ilocos Region),Pangasinan,Mangaldan,16.090575,120.368804
Manicaa,river,Region VI (Western Visayas),Aklan,Jamindan,11.364994,122.283286
Manicaa,river,Region VI (Western Visayas),Aklan,Libacao,11.364994,122.283286
Manicaa,river,Region VI (Western Visayas),Capiz,Jamindan,11.364994,122.283286
Manicaa,river,Region VI (Western Visayas),Capiz,Libacao,11.364994,122.283286
Manicahan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Zamboanga City,7.026486,122.182719
Manikaan Creek,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.216635,125.259369
Manikbel River,river,Cordillera Administrative Region (CAR),Abra,Manabo,17.467722,120.814258
Manikbel River,river,Cordillera Administrative Region (CAR),Abra,Sallapadan,17.467722,120.814258
Manikbel River,stream,Cordillera Administrative Region (CAR),Abra,Licuan-Baay (Licuan),17.484991,120.915115
Manikbel River,stream,Cordillera Administrative Region (CAR),Abra,Sallapadan,17.484991,120.915115
Maningning Creek,stream,Region IV-A (Calabarzon),Rizal,Taytay,14.570038,121.126118
Maninila,river,Region VI (Western Visayas),Antique,San Remigio,10.917318,122.170571
Maniwasag Creek,stream,Region VIII (Eastern Visayas),Leyte,Carigara,11.261216,124.668237
Mankilam Creek,stream,Region XI (Davao Region),Davao del Norte,Braulio E. Dujali,7.46863,125.760862
Mankilam Creek,stream,Region XI (Davao Region),Davao del Norte,City of Tagum (Capital),7.46863,125.760862
Manlangon River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Monkayo,7.937908,125.995256
Manlubong Creek,stream,Region XI (Davao Region),Davao Oriental,Manay,7.119824,126.491095
Mansaya Creek,stream,Region VI (Western Visayas),Iloilo,Iloilo City (Capital),10.699216,122.584517
Mantalo Creek,stream,Region VI (Western Visayas),Iloilo,Tubungan,10.76267,122.319152
Mantangingi River,river,Region VI (Western Visayas),Guimaras,Buenavista,10.666962,122.69343
Mantangingi River,river,Region VI (Western Visayas),Guimaras,San Lorenzo,10.666962,122.69343
Manukan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Manukan,8.49982,123.101801
Manupali River,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),7.995835,124.994514
Manupali River,river,Region X (Northern Mindanao),Bukidnon,City of Valencia,8.001646,124.952624
Manupali River,river,Region X (Northern Mindanao),Bukidnon,Lantapan,8.001646,124.952624
Manupali River,river,Region X (Northern Mindanao),Bukidnon,Talakag,8.058427,124.845229
Manuto River,river,Region X (Northern Mindanao),Bukidnon,Quezon,7.703416,125.146709
Maolaog River,stream,Region VIII (Eastern Visayas),Leyte,Carigara,11.189057,124.698778
Maolaog River,stream,Region VIII (Eastern Visayas),Leyte,Kananga,11.189057,124.698778
Mapanag,river,Region VI (Western Visayas),Capiz,Cuartero,11.336209,122.643637
Mapanag,river,Region VI (Western Visayas),Capiz,Dumalag,11.336209,122.643637
Mapanag Creek,river,Region V (Bicol Region),Camarines Sur,Sagñay,13.606425,123.517434
Mapaniqui Creek,river,Region III (Central Luzon),Pampanga,Sasmuan (Sexmoan),14.858432,120.613332
Mapawa Creek,stream,Region X (Northern Mindanao),Bukidnon,Cagayan de Oro City (Capital),8.420053,124.697767
Mapawa Creek,stream,Region X (Northern Mindanao),Bukidnon,Libona,8.420053,124.697767
Mapawa Creek,stream,Region X (Northern Mindanao),Misamis Oriental,Cagayan de Oro City (Capital),8.420053,124.697767
Mapawa Creek,stream,Region X (Northern Mindanao),Misamis Oriental,Libona,8.420053,124.697767
Mapula River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.429865,125.459303
Mapulo River,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.189451,125.279911
Maputi Rver,river,Region III (Central Luzon),Bulacan,Doña Remedios Trinidad,15.045489,121.210007
Mapuyo River,river,Region VIII (Eastern Visayas),Biliran,Kawayan,11.689129,124.422468
Marabang River,river,Region VIII (Eastern Visayas),Leyte,Burauen,10.963696,124.938556
Marabang River,river,Region VIII (Eastern Visayas),Leyte,City of Baybay,10.82248,124.837425
Marabang River,river,Region VIII (Eastern Visayas),Leyte,Julita,10.961648,124.935987
Marabatuan River,river,Region XI (Davao Region),Davao Occidental,Jose Abad Santos (Trinidad),5.924398,125.570941
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Amai Manabilang (Bumbaran),7.894999,124.611248
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Banisilan,7.502788,124.7977
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Carmen,7.335974,124.717553
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Kadingilan,7.502788,124.7977
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Kalilangan,7.622248,124.801579
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Maguing,7.894999,124.611248
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Pangantucan,7.622248,124.801579
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Special Geographic Area - Carmen,7.335974,124.717553
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Talakag,7.894999,124.611248
Maradugao River,river,Region X (Northern Mindanao),Bukidnon,Wao,7.622248,124.801579
Maradugao River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Banisilan,7.502788,124.7977
Maradugao River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Carmen,7.335974,124.717553
Maradugao River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Kadingilan,7.502788,124.7977
Maradugao River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Special Geographic Area - Carmen,7.335974,124.717553
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Amai Manabilang (Bumbaran),7.894999,124.611248
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Kadingilan,7.53748,124.817522
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Kalilangan,7.622248,124.801579
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Maguing,7.894999,124.611248
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Pangantucan,7.622248,124.801579
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Talakag,7.894999,124.611248
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Lanao del Sur,Wao,7.622248,124.801579
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Special Geographic Area,Banisilan,7.335974,124.717553
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Special Geographic Area,Carmen,7.335974,124.717553
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Special Geographic Area,Kadingilan,7.335974,124.717553
Maradugao River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Special Geographic Area,Special Geographic Area - Carmen,7.191318,124.71393
Maragondon River,river,Region IV-A (Calabarzon),Cavite,Maragondon,14.274113,120.775997
Marak Creek,stream,Region X (Northern Mindanao),Bukidnon,Carmen,7.467656,124.842289
Marak Creek,stream,Region X (Northern Mindanao),Bukidnon,Kadingilan,7.467656,124.842289
Marak Creek,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Carmen,7.467656,124.842289
Marak Creek,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Kadingilan,7.467656,124.842289
Maranding River,river,Region X (Northern Mindanao),Lanao del Norte,Kapatagan,7.964951,123.685697
Maranding River,river,Region X (Northern Mindanao),Lanao del Norte,Lala,7.93753,123.710442
Maranding River,river,Region X (Northern Mindanao),Lanao del Norte,Nunungan,7.859723,123.898058
Maranding River,river,Region X (Northern Mindanao),Lanao del Norte,Salvador,7.859723,123.898058
Maranding River,river,Region X (Northern Mindanao),Lanao del Norte,Sapad,7.845142,123.841915
Marang River,river,Region II (Cagayan Valley),Nueva Vizcaya,Aritao,16.233076,121.061122
Marangas River,river,Mimaropa Region,Palawan,Bataraza,8.712777,117.620734
Marangas River,river,Mimaropa Region,Palawan,Rizal (Marcos),8.712777,117.620734
Marapa Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.556279,121.094888
Marapa Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.557793,121.095616
Mararagui River,river,Region III (Central Luzon),Aurora,Dingalan,15.078711,121.448346
Mararagui River,river,Region III (Central Luzon),Aurora,General Nakar,15.078711,121.448346
Mararagui River,river,Region IV-A (Calabarzon),Quezon,Dingalan,15.078711,121.448346
Mararagui River,river,Region IV-A (Calabarzon),Quezon,General Nakar,15.078711,121.448346
Maraunot River,river,Region III (Central Luzon),Zambales,Botolan,15.171212,120.295931
Maraut River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Mabini (Doña Alicia),7.276716,126.013484
Maraut River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Maco,7.342636,125.974671
Maraut River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Maragusan (San Mariano),7.276716,126.013484
Maraut River,river,Region XI (Davao Region),Davao de Oro (Compostela Valley),Pantukan,7.276716,126.013484
Marawer Creek,stream,Region XI (Davao Region),Davao del Sur,City of Digos (Capital),6.941872,125.320291
Marayo River,river,Region VI (Western Visayas),Negros Occidental,La Carlota City,10.393655,122.881118
Marayo River,river,Region VI (Western Visayas),Negros Occidental,Pontevedra,10.393655,122.881118
Marayo River,river,Region VI (Western Visayas),Negros Occidental,San Enrique,10.393655,122.881118
Marbel River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),City of Kidapawan (Capital),7.067591,125.138993
Marbel River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Davao City,7.006685,125.23818
Marbel River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Magpet,7.067591,125.138993
Marbel River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),President Roxas,7.090911,125.063757
Marbel River,river,Region XI (Davao Region),Davao del Sur,City of Kidapawan (Capital),7.006685,125.23818
Marbel River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.006685,125.23818
Marbel River,river,Region XI (Davao Region),Davao del Sur,Magpet,7.006685,125.23818
Marber River,river,Region XI (Davao Region),Davao del Sur,Bansalan,6.757964,125.197942
Marber River,river,Region XI (Davao Region),Davao del Sur,Matanao,6.757964,125.197942
Marber River,stream,Region XI (Davao Region),Davao del Sur,Bansalan,6.817266,125.19033
Marella River,river,Region III (Central Luzon),Zambales,Botolan,15.025777,120.267995
Marella River,river,Region III (Central Luzon),Zambales,San Marcelino,15.048964,120.288372
Marella River,stream,Region III (Central Luzon),Zambales,Botolan,15.093052,120.319076
Marella River,stream,Region III (Central Luzon),Zambales,San Marcelino,15.093052,120.319076
Marga River,river,Region XIII (Caraga),Surigao del Sur,Carrascal,9.408186,125.878869
Mariblo Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.650992,121.027517
Maribong River,river,Mimaropa Region,Palawan,Sofronio Española,9.066324,117.947638
Maribulan River,river,Region XI (Davao Region),Davao Occidental,Alabel (Capital),6.173366,125.47944
Maribulan River,river,Region XI (Davao Region),Davao Occidental,Malapatan,6.173366,125.47944
Maribulan River,river,Region XI (Davao Region),Davao Occidental,Malita,6.173366,125.47944
Maribulan River,river,Region XII (Soccsksargen),Sarangani,Alabel (Capital),6.173366,125.47944
Maribulan River,river,Region XII (Soccsksargen),Sarangani,Malapatan,6.173366,125.47944
Maribulan River,river,Region XII (Soccsksargen),Sarangani,Malita,6.173366,125.47944
Maricaban Creek,river,National Capital Region (NCR),Metropolitan Manila Fourth District,Pasay City,14.531544,121.007714
Maricaban Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Makati,14.530078,121.01716
Maricaban Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Pasay City,14.530078,121.01716
Maricaban Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Taguig City,14.530514,121.022218
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Makati,14.558346,121.069695
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Pasig,14.558346,121.069695
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Makati,14.558346,121.069695
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Marikina,14.627096,121.094048
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Pasig,14.623646,121.081908
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.617329,121.078689
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,Rodriguez (Montalban),14.713354,121.124868
Marikina River,river,National Capital Region (NCR),Metropolitan Manila Second District,San Mateo,14.683405,121.111671
Marikina River,river,Region IV-A (Calabarzon),Rizal,Quezon City,14.683405,121.111671
Marikina River,river,Region IV-A (Calabarzon),Rizal,Rodriguez (Montalban),14.700036,121.207978
Marikina River,river,Region IV-A (Calabarzon),Rizal,San Mateo,14.699976,121.203485
Marilao River,river,Region III (Central Luzon),Bulacan,Caloocan City,14.782535,121.030331
Marilao River,river,Region III (Central Luzon),Bulacan,City of Meycauayan,14.737556,120.941858
Marilao River,river,Region III (Central Luzon),Bulacan,City of San Jose del Monte,14.770477,121.104991
Marilao River,river,Region III (Central Luzon),Bulacan,Marilao,14.738496,120.943489
Marilao River,river,Region III (Central Luzon),Bulacan,Rodriguez (Montalban),14.770477,121.104991
Marilao River,river,National Capital Region (NCR),Metropolitan Manila Third District,Caloocan City,14.782535,121.030331
Marilao River,river,National Capital Region (NCR),Metropolitan Manila Third District,City of Meycauayan,14.776749,121.026363
Marilao River,river,National Capital Region (NCR),Metropolitan Manila Third District,City of San Jose del Monte,14.782535,121.030331
Marilao River,river,National Capital Region (NCR),Metropolitan Manila Third District,Marilao,14.776749,121.026363
Marilao River,river,National Capital Region (NCR),Metropolitan Manila Third District,Rodriguez (Montalban),14.769861,121.099314
Marilao River,river,Region IV-A (Calabarzon),Rizal,Caloocan City,14.769861,121.099314
Marilao River,river,Region IV-A (Calabarzon),Rizal,City of San Jose del Monte,14.770477,121.104991
Marilao River,river,Region IV-A (Calabarzon),Rizal,Rodriguez (Montalban),14.770477,121.104991
Marilao River,stream,Region III (Central Luzon),Bulacan,City of San Jose del Monte,14.803583,121.139726
Marilao River,stream,Region III (Central Luzon),Bulacan,Rodriguez (Montalban),14.803583,121.139726
Marilao River,stream,Region IV-A (Calabarzon),Rizal,City of San Jose del Monte,14.803583,121.139726
Marilao River,stream,Region IV-A (Calabarzon),Rizal,Rodriguez (Montalban),14.803583,121.139726
