Name,Type,Region,Province,City_Muni,Lat,Lon
Daorao Creek,river,Region I (Ilocos Region),Ilocos Norte,Laoag City (Capital),18.20605,120.594294
Dapdap,river,Region VIII (Eastern Visayas),Eastern Samar,Dolores,12.066034,125.475481
Dapdap River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Pagsanghan,11.944942,124.74577
Dapdap River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Tarangnan,11.944942,124.74577
Dapi River,river,Region IV-A (Calabarzon),Laguna,Luisiana,14.207566,121.46173
Dapi River,river,Region IV-A (Calabarzon),Laguna,Magdalena,14.207566,121.46173
Dapi River,river,Region IV-A (Calabarzon),Laguna,Pagsanjan,14.22039,121.460434
Dapitan River,river,Region IX (Zamboanga Peninsula),Zamboanga del Norte,Mutia,8.401018,123.545685
Daraga,river,Region V (Bicol Region),Masbate,Cataingan,11.932523,123.964011
Daraga,river,Region V (Bicol Region),Masbate,Placer,11.932523,123.964011
Daragdag River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.080259,125.31339
Daragdag River,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.059553,125.313554
Darangan River,river,Region IV-A (Calabarzon),Rizal,Binangonan,14.490413,121.198498
Darangan River,stream,Region IV-A (Calabarzon),Rizal,Binangonan,14.48721,121.209928
Darapuay River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Bansalan,6.884237,125.174292
Darapuay River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Magsaysay,6.884237,125.174292
Darapuay River,river,Region XII (Soccsksargen),Cotabato (North Cotabato),Makilala,6.884237,125.174292
Darapuay River,river,Region XI (Davao Region),Davao del Sur,Bansalan,6.884237,125.174292
Darapuay River,river,Region XI (Davao Region),Davao del Sur,Magsaysay,6.884237,125.174292
Darapuay River,river,Region XI (Davao Region),Davao del Sur,Makilala,6.884237,125.174292
Darapuay River,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Bansalan,6.918626,125.213592
Darapuay River,stream,Region XII (Soccsksargen),Cotabato (North Cotabato),Makilala,6.918626,125.213592
Darapuay River,stream,Region XI (Davao Region),Davao del Sur,Bansalan,6.918626,125.213592
Darapuay River,stream,Region XI (Davao Region),Davao del Sur,Makilala,6.918626,125.213592
Darigayos River,river,Region I (Ilocos Region),La Union,Balaoan,16.817842,120.335824
Darigayos River,river,Region I (Ilocos Region),La Union,Luna,16.826091,120.359763
Dario Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.659263,121.014698
Dasmariñas River,river,Region IV-A (Calabarzon),Cavite,City of Dasmariñas,14.331482,120.926959
Dasol River,river,Region I (Ilocos Region),Pangasinan,Burgos,15.994814,119.877428
Dasol River,river,Region I (Ilocos Region),Pangasinan,Dasol,15.994814,119.877428
Dasol River,river,Region I (Ilocos Region),Pangasinan,Mabini,15.994814,119.877428
Dautan River,stream,Region VI (Western Visayas),Negros Occidental,Cauayan,9.978939,122.688127
Dautan River,stream,Region VI (Western Visayas),Negros Occidental,Ilog,9.95463,122.69594
Davao River,river,Region X (Northern Mindanao),Bukidnon,Davao City,7.583093,125.351209
Davao River,river,Region X (Northern Mindanao),Bukidnon,Quezon,7.744091,125.287692
Davao River,river,Region X (Northern Mindanao),Bukidnon,San Fernando,7.638734,125.376492
Davao River,river,Region X (Northern Mindanao),Bukidnon,Talaingod,7.583093,125.351209
Davao River,river,Region XI (Davao Region),Davao del Norte,Davao City,7.583093,125.351209
Davao River,river,Region XI (Davao Region),Davao del Norte,San Fernando,7.583093,125.351209
Davao River,river,Region XI (Davao Region),Davao del Norte,Talaingod,7.583093,125.351209
Davao River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.533371,125.325133
Davao River,river,Region XI (Davao Region),Davao del Sur,San Fernando,7.583093,125.351209
Davao River,river,Region XI (Davao Region),Davao del Sur,Talaingod,7.583093,125.351209
Dawel River,river,Region I (Ilocos Region),Pangasinan,Dagupan City,16.056345,120.335033
Dayapan Creek,stream,Region IV-A (Calabarzon),Batangas,Ibaan,13.840156,121.15176
Daywan River,river,Region XIII (Caraga),Surigao del Norte,Claver,9.56926,125.714864
Daywan River,river,Region XIII (Caraga),Surigao del Norte,Gigaquit,9.56926,125.714864
De Gloria Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.677411,121.100648
Decangtang River,river,Mimaropa Region,Palawan,Coron,12.116204,120.161848
Deep Gully,stream,Mimaropa Region,Marinduque,Buenavista,13.28227,121.971187
Deer Creek,stream,Region III (Central Luzon),Zambales,San Antonio,14.851378,120.092369
Del Pilar,river,Region V (Bicol Region),Camarines Norte,Capalonga,14.239589,122.42602
Del Pilar,river,Region V (Bicol Region),Camarines Norte,Santa Elena,14.239589,122.42602
Delugan River,river,Mimaropa Region,Occidental Mindoro,Paluan,13.496847,120.568213
Dewil River,river,Mimaropa Region,Palawan,El Nido (Bacuit),11.198952,119.488261
Diadi River,river,Region II (Cagayan Valley),Nueva Vizcaya,Diadi,16.63985,121.358207
Dibuluan River,river,Region III (Central Luzon),Aurora,Casiguran,16.349032,121.917091
Dibuluan River,river,Region III (Central Luzon),Aurora,Maddela,16.349032,121.917091
Dibuluan River,river,Region II (Cagayan Valley),Quirino,Casiguran,16.349032,121.917091
Dibuluan River,river,Region II (Cagayan Valley),Quirino,Maddela,16.382788,121.888113
Dichilum River,river,Mimaropa Region,Palawan,Busuanga,12.070132,119.961811
Dicklum River,river,Region X (Northern Mindanao),Bukidnon,Manolo Fortich,8.403177,124.849373
Digalana,river,Region VI (Western Visayas),Aklan,Jamindan,11.385749,122.323607
Digalana,river,Region VI (Western Visayas),Aklan,Libacao,11.385749,122.323607
Digalana,river,Region VI (Western Visayas),Capiz,Jamindan,11.385749,122.323607
Digalana,river,Region VI (Western Visayas),Capiz,Libacao,11.385749,122.323607
Digdigon River,stream,Region V (Bicol Region),Camarines Sur,Goa,13.718969,123.429191
Digongan River,river,Region X (Northern Mindanao),Bukidnon,San Fernando,7.645229,125.353768
Digongan River,river,Region X (Northern Mindanao),Bukidnon,Talaingod,7.645229,125.353768
Digongan River,river,Region XI (Davao Region),Davao del Norte,San Fernando,7.645229,125.353768
Digongan River,river,Region XI (Davao Region),Davao del Norte,Talaingod,7.645229,125.353768
Digos River,river,Region XI (Davao Region),Davao del Sur,City of Digos (Capital),6.794882,125.335985
Diguisit Stream,stream,Region III (Central Luzon),Aurora,Baler (Capital),15.756264,121.613459
Dikatayan River,river,Region II (Cagayan Valley),Isabela,Maconacon,17.380123,122.117729
Dila River,river,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.240715,125.056885
Dila River,river,Region X (Northern Mindanao),Bukidnon,Impasug-ong,8.240715,125.056885
Dila River,stream,Region X (Northern Mindanao),Bukidnon,City of Malaybalay (Capital),8.268209,125.040776
Dila River,stream,Region X (Northern Mindanao),Bukidnon,Impasug-ong,8.268209,125.040776
Dilain Creek,river,National Capital Region (NCR),Metropolitan Manila Fourth District,Pasay City,14.533542,121.005296
Dilapa River,river,Region X (Northern Mindanao),Bukidnon,Quezon,7.665592,125.13418
Diliman Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.625304,121.026794
Dimapatoy River,stream,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Norte,Upi,7.081186,124.162765
Dinas River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Dinas,7.66951,123.315871
Dinas River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Lapuyan,7.66951,123.315871
Dinas River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,San Miguel,7.66951,123.315871
Dingalan River,river,Region III (Central Luzon),Aurora,Dingalan,15.39631,121.40065
Dingle Creek,stream,Region VI (Western Visayas),Iloilo,Miagao,10.660614,122.270805
Dipag Creek,stream,Region XI (Davao Region),Davao del Sur,Davao City,7.099961,125.386947
Dipalo River,river,Region III (Central Luzon),Nueva Ecija,Carranglan,16.018256,120.890691
Dipalo River,river,Region III (Central Luzon),Nueva Ecija,Natividad,16.018256,120.890691
Dipalo River,river,Region III (Central Luzon),Nueva Ecija,San Quintin,16.018256,120.890691
Dipalo River,river,Region I (Ilocos Region),Pangasinan,Carranglan,16.018256,120.890691
Dipalo River,river,Region I (Ilocos Region),Pangasinan,Natividad,15.998807,120.81673
Dipalo River,river,Region I (Ilocos Region),Pangasinan,San Quintin,15.998807,120.81673
Dipalo River,river,Region I (Ilocos Region),Pangasinan,Tayug,15.998807,120.81673
Dipili River,river,Region IX (Zamboanga Peninsula),Zamboanga del Sur,Bayog,7.858306,123.031742
Dipulao River,river,Mimaropa Region,Palawan,Coron,12.020065,120.196239
Dipuyoy River,river,Mimaropa Region,Palawan,Busuanga,12.011118,119.992229
Dirayrayan #1,river,Region II (Cagayan Valley),Isabela,Maconacon,17.380509,122.230039
Disalet River,river,Region III (Central Luzon),Aurora,San Luis,15.720273,121.525877
Ditipac River,river,Mimaropa Region,Palawan,Busuanga,12.254924,119.920428
Ditupac River,river,Mimaropa Region,Palawan,Culion,11.946042,119.941464
Divilacan River,river,Region II (Cagayan Valley),Isabela,Divilacan,17.310833,122.265922
Dodiongan River,river,Region X (Northern Mindanao),Lanao del Norte,Iligan City,8.294544,124.329738
Dolores,river,Region III (Central Luzon),Pampanga,Angeles City,15.216829,120.558593
Dolores,river,Region III (Central Luzon),Pampanga,Mabalacat City,15.216829,120.558593
Dolores Creek,river,Region IV-A (Calabarzon),Rizal,Cainta,14.584438,121.136562
Dolores Creek,river,Region IV-A (Calabarzon),Rizal,Taytay,14.584438,121.136562
Dolores River,river,Region VIII (Eastern Visayas),Eastern Samar,Can-avid,12.043329,125.405303
Dolores River,river,Region VIII (Eastern Visayas),Eastern Samar,Dolores,12.043329,125.405303
Dolores River,river,Region VIII (Eastern Visayas),Eastern Samar,Maslog,12.121439,125.261774
Domolok River,river,Region XI (Davao Region),Davao Occidental,Malita,6.38994,125.47205
Domolok River,river,Region XII (Soccsksargen),Sarangani,Alabel (Capital),6.232621,125.286439
Domolok River,river,Region XII (Soccsksargen),Sarangani,Malungon,6.232621,125.286439
Don Celia River,river,Region IV-A (Calabarzon),Cavite,Bacoor City,14.390498,120.983303
Don Galo Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,Pasay City,14.505066,121.023697
Don Galo River,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Parañaque,14.496637,120.998748
Don Galo River,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Parañaque,14.499315,120.997542
Don Jose Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.622062,121.061766
Donsol River,river,Region V (Bicol Region),Albay,Donsol,13.021646,123.592448
Donsol River,river,Region V (Bicol Region),Albay,Jovellar,13.021646,123.592448
Donsol River,river,Region V (Bicol Region),Sorsogon,Donsol,12.977815,123.59571
Donsol River,river,Region V (Bicol Region),Sorsogon,Jovellar,13.021646,123.592448
Dosol River,river,Region I (Ilocos Region),Pangasinan,Dasol,15.974722,119.868017
Drainage,stream,Region VIII (Eastern Visayas),Samar (Western Samar),City of Catbalogan (Capital),11.773211,124.882001
Dry,stream,Mimaropa Region,Marinduque,Buenavista,13.269649,121.943075
Dry River Bed,river,Mimaropa Region,Marinduque,Buenavista,13.26768,121.952078
"Dry, Caigangan River",river,Mimaropa Region,Marinduque,Buenavista,13.299055,121.929805
"Dry, Caigangan River",river,Mimaropa Region,Marinduque,Gasan,13.299055,121.929805
Dulang River,river,Region II (Cagayan Valley),Cagayan,Peñablanca,17.637408,122.1198
Dulangan River,river,Mimaropa Region,Oriental Mindoro,Baco,13.397233,121.117088
Dulangan River,river,Mimaropa Region,Oriental Mindoro,City of Calapan (Capital),13.375215,121.116599
Dulangan River,river,Mimaropa Region,Oriental Mindoro,Naujan,13.283649,121.097173
Dulangan River,stream,Mimaropa Region,Oriental Mindoro,Baco,13.280198,120.989017
Dulong Tangke Creek,river,National Capital Region (NCR),Metropolitan Manila Third District,City of Valenzuela,14.685209,120.964773
Dumacaa River,river,Region IV-A (Calabarzon),Quezon,Lucena City (Capital),13.942322,121.616651
Dumagooc River,river,Region XI (Davao Region),Davao Oriental,Governor Generoso,6.689663,126.144834
Dumagooc River,river,Region XI (Davao Region),Davao Oriental,San Isidro,6.689663,126.144834
Dumalaylay River,river,Region VI (Western Visayas),Aklan,Madalag,11.412389,122.249999
Dumalogdog River,river,Region XI (Davao Region),Davao del Sur,Davao City,7.503509,125.355348
Dumatata River,river,Region II (Cagayan Valley),Quirino,Diffun,16.510093,121.434364
Dumayup River,river,Region II (Cagayan Valley),Nueva Vizcaya,Bagabag,16.546424,121.301924
Dumayup River,river,Region II (Cagayan Valley),Nueva Vizcaya,Diadi,16.546424,121.301924
Dumayup River,river,Region II (Cagayan Valley),Nueva Vizcaya,Quezon,16.53696,121.348162
Dumga River,river,Region VI (Western Visayas),Aklan,Makato,11.737194,122.273156
Dumga River,stream,Region VI (Western Visayas),Aklan,Makato,11.715439,122.277722
Dumlan River,stream,Region XI (Davao Region),Davao de Oro (Compostela Valley),Maco,7.368431,125.914443
Dumlog River,river,Region VII (Central Visayas),Cebu,Toledo City,10.380048,123.669814
Dungca-An River,river,Region VIII (Eastern Visayas),Leyte,City of Baybay,10.68336,124.799984
Dungca-An River,river,Region VIII (Eastern Visayas),Leyte,Inopacan,10.571264,124.883736
Dungon Creek,river,Region VI (Western Visayas),Iloilo,Iloilo City (Capital),10.718479,122.556386
Duongan River,river,Region III (Central Luzon),Aurora,Baler (Capital),15.769047,121.559983
Duongan River,river,Region III (Central Luzon),Aurora,San Luis,15.681756,121.496066
Dupinga River,river,Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),15.51766,121.327638
Dupon River,river,Region VIII (Eastern Visayas),Leyte,Isabel,10.968678,124.468043
Dupon River,river,Region VIII (Eastern Visayas),Leyte,Merida,10.968678,124.468043
Dupon River,river,Region VIII (Eastern Visayas),Leyte,Palompon,10.968678,124.468043
Eddet River,river,Cordillera Administrative Region (CAR),Benguet,Kabayan,16.617295,120.879829
Elew River,river,Cordillera Administrative Region (CAR),Benguet,La Trinidad (Capital),16.435784,120.545434
Elew River,river,Cordillera Administrative Region (CAR),Benguet,Tuba,16.435784,120.545434
Elon-Elon Creek,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Parañaque,14.484879,121.004827
Elysian Creek,stream,National Capital Region (NCR),Metropolitan Manila Third District,City of Malabon,14.673874,120.980614
Elysian Creek,stream,National Capital Region (NCR),Metropolitan Manila Third District,City of Valenzuela,14.673874,120.980614
Embarcadero River,river,Region VIII (Eastern Visayas),Leyte,Tanauan,11.101381,125.013546
Embarkadero River,river,Region VIII (Eastern Visayas),Leyte,Tanauan,11.106953,125.016636
Emilio Jacinto Creek,river,Region IV-A (Calabarzon),Rizal,Binangonan,14.454635,121.197732
Ermitaño Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Mandaluyong,14.59388,121.042908
Ermitaño Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,City of San Juan,14.59388,121.042908
Ermitaño Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.612979,121.030451
Ermitaño Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of Mandaluyong,14.59383,121.043296
Ermitaño Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,City of San Juan,14.59383,121.043296
España River,river,Mimaropa Region,Romblon,San Fernando,12.415958,122.521255
Estero De Alix,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.600966,120.991867
Estero De Aviles,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.598563,120.998193
Estero De Aviles,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.598761,120.996871
Estero De Balete,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.586288,120.985289
Estero De Binondo,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.6004,120.972995
Estero De Calubcob,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.613555,120.994262
Estero De Calubcub,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.612466,120.994493
Estero De Concordia,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.586421,120.995515
Estero De Kabulusan,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.619219,120.972794
Estero De Kabulusan,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.617902,120.970927
Estero De La Reina,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.614049,120.971048
Estero De Magdalena,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.602237,120.975163
Estero De Magdalena,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.604505,120.975934
Estero De Maypajo,river,National Capital Region (NCR),Metropolitan Manila Third District,Caloocan City,14.639965,120.965079
Estero De Maypajo,river,National Capital Region (NCR),Metropolitan Manila Third District,City of Navotas,14.639965,120.965079
Estero De Maytubig,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.565238,120.991977
Estero De Mercado,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.8423,120.814738
Estero De Paco,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.575767,120.996682
Estero De Pandacan,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.590304,121.004713
Estero De Quiapo,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.595802,120.985778
Estero De Sampaloc,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.612552,120.99446
Estero De Sampaloc,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.604128,120.997797
Estero De San Lazaro,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.610291,120.980529
Estero De San Miguel,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.595466,120.984363
Estero De San Miguel,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.598517,120.997432
Estero De San Sebastian,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.597885,120.986884
Estero De Santa Clara,river,National Capital Region (NCR),Metropolitan Manila First District,City of Mandaluyong,14.579626,121.016363
Estero De Santa Clara,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.579626,121.016363
Estero De Santa Clara,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Makati,14.573878,121.015037
Estero De Santa Clara,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Mandaluyong,14.579626,121.016363
Estero De Santa Clara,river,National Capital Region (NCR),Metropolitan Manila Second District,City of Manila,14.579626,121.016363
Estero De Sta. Clara,river,National Capital Region (NCR),Metropolitan Manila First District,City of Makati,14.575109,121.013831
Estero De Sta. Clara,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.575109,121.013831
Estero De Sta. Clara,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Makati,14.575109,121.013831
Estero De Sta. Clara,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Manila,14.575109,121.013831
Estero De Sunog Apog,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.633874,120.970539
Estero De Tanque,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.586051,120.990471
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila First District,City of Makati,14.560578,120.999114
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.576538,121.001879
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila First District,Pasay City,14.560578,120.999114
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Makati,14.554074,121.001004
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Manila,14.560578,120.999114
Estero De Tripa De Gallina,river,National Capital Region (NCR),Metropolitan Manila Fourth District,Pasay City,14.554074,121.001004
Estero De Tutuban,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.611944,120.975437
Estero De Uli-Uli,stream,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.597616,120.996321
Estero De Valencia,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.605776,121.004259
Estero De Vitas,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.620097,120.968167
Estero Del Provisor,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.587559,120.988959
Estero Fort Of San Antonio Abad,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.563505,120.987434
Estero Fort Of San Antonio De Abad,river,National Capital Region (NCR),Metropolitan Manila First District,City of Manila,14.564479,120.989506
Evangelista Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.628394,121.062474
Evangelista Creek,stream,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.623039,121.064286
Famy River,river,Region IV-A (Calabarzon),Laguna,Famy,14.465221,121.464773
Filantropia River,river,Mimaropa Region,Palawan,Brooke's Point,8.927994,117.918304
"Flowing ""Brook""",stream,Region VII (Central Visayas),Cebu,Alegria,9.713024,123.382305
Future Canal Stream (Undevelop),stream,Region III (Central Luzon),Nueva Ecija,Rizal,15.666689,121.086476
Ga-O River,river,Region XII (Soccsksargen),South Cotabato,Lake Sebu,6.151495,124.83748
Ga-O River,river,Region XII (Soccsksargen),South Cotabato,T'Boli,6.151495,124.83748
Ga-Ong River,river,Mimaropa Region,Romblon,Magdiwang,12.471135,122.54874
Ga-Ong River,stream,Mimaropa Region,Romblon,Magdiwang,12.455845,122.56595
Ga-Ong River,stream,Mimaropa Region,Romblon,San Fernando,12.445941,122.565184
Gabaldon Falls River,river,Region III (Central Luzon),Aurora,Dingalan,15.454518,121.361356
Gabaldon Falls River,river,Region III (Central Luzon),Aurora,Gabaldon (Bitulok & Sabani),15.454518,121.361356
Gabaldon Falls River,river,Region III (Central Luzon),Nueva Ecija,Dingalan,15.454518,121.361356
Gabaldon Falls River,river,Region III (Central Luzon),Nueva Ecija,Gabaldon (Bitulok & Sabani),15.454518,121.361356
Gabayan River,river,Region VII (Central Visayas),Siquijor,Lazi,9.120066,123.626162
Gabuyan River,river,Region XI (Davao Region),Davao del Norte,Kapalong,7.639217,125.605843
Gabuyan River,river,Region XI (Davao Region),Davao del Norte,Talaingod,7.639217,125.605843
Gahub River,river,Region X (Northern Mindanao),Misamis Oriental,Gingoog City,8.775356,125.074707
Galas,river,Region III (Central Luzon),Bulacan,City of Malolos (Capital),14.786944,120.819163
Galcim Creek,stream,National Capital Region (NCR),Metropolitan Manila Fourth District,City of Parañaque,14.459305,121.022542
Galiano River,river,Cordillera Administrative Region (CAR),Benguet,Baguio City,16.405329,120.555278
Galiano River,river,Cordillera Administrative Region (CAR),Benguet,Tuba,16.405329,120.555278
Gamay River,river,Region VIII (Eastern Visayas),Northern Samar,Gamay,12.38843,125.258453
Gamay River,river,Region VIII (Eastern Visayas),Northern Samar,Mapanas,12.408145,125.248695
Gandara Drainage,stream,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,12.01281,124.811658
Gandara River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Gandara,12.021877,124.818873
Gandara River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Matuguinao,12.055726,124.813356
Gandara River,river,Region VIII (Eastern Visayas),Samar (Western Samar),Pagsanghan,11.981087,124.745892
Gandara River,river,,,,11.98136,124.694894
Gansing River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,City of Tacurong,6.78576,124.693207
Gansing River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Gen. S.K. Pendatun,6.82122,124.727193
Gansing River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,Lambayong (Mariano Marcos),6.799581,124.704327
Gansing River,river,Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),Maguindanao del Sur,President Quirino,6.799581,124.704327
Gansing River,river,Region XII (Soccsksargen),Sultan Kudarat,City of Tacurong,6.746239,124.665644
Gansing River,river,Region XII (Soccsksargen),Sultan Kudarat,Gen. S.K. Pendatun,6.799581,124.704327
Gansing River,river,Region XII (Soccsksargen),Sultan Kudarat,Lambayong (Mariano Marcos),6.746239,124.665644
Gansing River,river,Region XII (Soccsksargen),Sultan Kudarat,President Quirino,6.759538,124.679682
Gappo Creek,stream,Cordillera Administrative Region (CAR),Kalinga,Tanudan,17.270201,121.218917
Garinan Creek,stream,Region XI (Davao Region),Davao de Oro (Compostela Valley),Mawab,7.485883,125.954728
Gasgas River,river,Region I (Ilocos Region),Ilocos Norte,Dingras,18.084328,120.790224
Gasgas River,river,Region I (Ilocos Region),Ilocos Norte,Nueva Era,18.084328,120.790224
Gasgas River,river,Region I (Ilocos Region),Ilocos Norte,Solsona,18.084328,120.790224
Gata Creek,stream,Region IV-A (Calabarzon),Rizal,Taytay,14.537556,121.135617
Gayaman River,river,Region I (Ilocos Region),Pangasinan,Binmaley,16.00311,120.297702
Gayasi River,river,Cordillera Administrative Region (CAR),Benguet,La Trinidad (Capital),16.466224,120.573547
Gibanga River,river,Region IV-A (Calabarzon),Quezon,City of Tayabas,13.991837,121.53485
Gibanga River,river,Region IV-A (Calabarzon),Quezon,Lucena City (Capital),13.935418,121.559121
Gibanga River,river,Region IV-A (Calabarzon),Quezon,Sariaya,13.935418,121.559121
Gibong River,river,Region XIII (Caraga),Agusan del Sur,Prosperidad (Capital),8.608636,125.911921
Gibong River,river,Region XIII (Caraga),Agusan del Sur,Rosario,8.353407,125.915916
Gibong River,river,Region XIII (Caraga),Agusan del Sur,San Francisco,8.531274,125.908345
Gibong River,river,Region XIII (Caraga),Agusan del Sur,Talacogon,8.353407,125.915916
Ginabasan River,river,Region VII (Central Visayas),Cebu,Asturias,10.634857,123.747074
Gingoog River,river,Region X (Northern Mindanao),Misamis Oriental,Claveria,8.726623,125.092058
Gingoog River,river,Region X (Northern Mindanao),Misamis Oriental,Gingoog City,8.726623,125.092058
Ginyang River,river,Mimaropa Region,Occidental Mindoro,Bansud,12.805895,121.233449
Ginyang River,river,Mimaropa Region,Occidental Mindoro,Sablayan,12.805895,121.233449
Ginyang River,river,Mimaropa Region,Oriental Mindoro,Bansud,12.805895,121.233449
Ginyang River,river,Mimaropa Region,Oriental Mindoro,Sablayan,12.805895,121.233449
Glan River,river,Region XI (Davao Region),Davao Occidental,Glan,5.847312,125.353542
Glan River,river,Region XI (Davao Region),Davao Occidental,Jose Abad Santos (Trinidad),5.847312,125.353542
Glan River,river,Region XII (Soccsksargen),Sarangani,Glan,5.847312,125.353542
Glan River,river,Region XII (Soccsksargen),Sarangani,Jose Abad Santos (Trinidad),5.847312,125.353542
Glan River,stream,Region XI (Davao Region),Davao Occidental,Jose Abad Santos (Trinidad),5.953442,125.509937
Goma River,river,Region XI (Davao Region),Davao del Sur,City of Digos (Capital),6.795631,125.324264
Gonlong River,river,Region III (Central Luzon),Bulacan,San Ildefonso,15.057893,121.020587
Gosi,river,Region VI (Western Visayas),Capiz,President Roxas,11.420761,122.955725
Gotan River,river,Region II (Cagayan Valley),Cagayan,Santa Ana,18.50697,122.208402
Govantes River,river,Region I (Ilocos Region),Ilocos Sur,Bantay,17.57708,120.36461
Govantes River,river,Region I (Ilocos Region),Ilocos Sur,City of Vigan (Capital),17.570796,120.357562
Govantes River,river,Region I (Ilocos Region),Ilocos Sur,San Vicente,17.57708,120.36461
Govantes River,river,Region I (Ilocos Region),Ilocos Sur,Santa Catalina,17.570796,120.357562
Gripo Creek,river,National Capital Region (NCR),Metropolitan Manila Second District,Quezon City,14.687198,121.037097
